,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
6109,881,6,881-6,Leaf,,,,,0.198344588,3.92375517,
6110,882,0,882-0,f6708,0.5,882-1,882-2,882-1,0.988858461,112.921608,b100
6111,882,1,882-1,f37183,0.5,882-3,882-4,882-3,1.3265878,102.334435,b100
6112,882,2,882-2,f7178,0.5,882-5,882-6,882-5,0.763800323,10.5871744,b100
6113,882,3,882-3,Leaf,,,,,-0.0329103619,67.9436722,
6114,882,4,882-4,Leaf,,,,,0.0385637581,34.3907661,
6115,882,5,882-5,Leaf,,,,,0.0288423728,8.06423664,
6116,882,6,882-6,Leaf,,,,,0.200996473,2.52293706,
6117,883,0,883-0,f6836,0.5,883-1,883-2,883-1,0.79989028,59.9353218,b100
6118,883,1,883-1,f8624,0.5,883-3,883-4,883-3,0.963605464,50.6886368,b100
6119,883,2,883-2,f11720,0.5,883-5,883-6,883-5,0.374366283,9.24668217,b100
6120,883,3,883-3,Leaf,,,,,-0.0246013049,47.923954,
6121,883,4,883-4,Leaf,,,,,0.13307181,2.76468635,
6122,883,5,883-5,Leaf,,,,,0.099599883,8.13710308,
6123,883,6,883-6,Leaf,,,,,-0.0517488718,1.10957909,
6124,884,0,884-0,f7338,0.5,884-1,884-2,884-1,1.16659868,191.331375,b100
6125,884,1,884-1,f41812,-0.5,884-3,884-4,884-3,1.38677561,183.681351,b001
6126,884,2,884-2,f329,0.5,884-5,884-6,884-5,0.54637742,7.65002155,b100
6127,884,3,884-3,Leaf,,,,,0.0239423104,82.4527283,
6128,884,4,884-4,Leaf,,,,,-0.0281821433,101.22863,
6129,884,5,884-5,Leaf,,,,,0.13732399,6.62013865,
6130,884,6,884-6,Leaf,,,,,-0.0555333458,1.02988279,
6131,885,0,885-0,f13257,0.5,885-1,885-2,885-1,0.997371018,107.468575,b100
6132,885,1,885-1,f38222,0.5,885-3,885-4,885-3,1.10466599,95.0093002,b100
6133,885,2,885-2,f12124,0.5,885-5,885-6,885-5,0.59741658,12.4592762,b100
6134,885,3,885-3,Leaf,,,,,-0.0246518068,78.9333344,
6135,885,4,885-4,Leaf,,,,,0.0594491102,16.0759697,
6136,885,5,885-5,Leaf,,,,,0.104670309,10.4610119,
6137,885,6,885-6,Leaf,,,,,-0.0533223785,1.99826396,
6138,886,0,886-0,f3442,0.5,886-1,886-2,886-1,1.13088369,139.798889,b100
6139,886,1,886-1,f200,0.5,886-3,886-4,886-3,1.18996751,133.785019,b100
6140,886,2,886-2,f138,0.5,886-5,886-6,886-5,0.0504511595,6.01386642,b100
6141,886,3,886-3,Leaf,,,,,-0.00301721669,124.701668,
6142,886,4,886-4,Leaf,,,,,0.104107939,9.08335876,
6143,886,5,886-5,Leaf,,,,,-0.130314827,5.00397301,
6144,886,6,886-6,Leaf,,,,,-0.024538653,1.00989342,
6145,887,0,887-0,f73,0.5,887-1,887-2,887-1,0.603754759,65.4870682,b100
6146,887,1,887-1,f26300,0.5,887-3,887-4,887-3,0.653322577,61.3281021,b100
6147,887,2,887-2,f31544,-0.5,887-5,887-6,887-5,0.0601283908,4.15896654,b001
6148,887,3,887-3,Leaf,,,,,-0.0315019973,21.8247089,
6149,887,4,887-4,Leaf,,,,,0.0320086814,39.5033913,
6150,887,5,887-5,Leaf,,,,,-0.0249415096,1.48078036,
6151,887,6,887-6,Leaf,,,,,-0.119970255,2.67818618,
6152,888,0,888-0,f37707,-0.5,888-1,888-2,888-1,0.716891408,65.6766968,b001
6153,888,1,888-1,f36821,-0.5,888-3,888-4,888-3,0.884201884,17.0176811,b001
6154,888,2,888-2,f39707,0.5,888-5,888-6,888-5,1.03319442,48.6590157,b100
6155,888,3,888-3,Leaf,,,,,-0.110287748,1.89288068,
6156,888,4,888-4,Leaf,,,,,0.0721745193,15.1248007,
6157,888,5,888-5,Leaf,,,,,-0.0444490314,39.196804,
6158,888,6,888-6,Leaf,,,,,0.0616811849,9.46221447,
6159,889,0,889-0,f3079,0.5,889-1,889-2,889-1,1.01447797,119.511444,b100
6160,889,1,889-1,f13929,0.5,889-3,889-4,889-3,1.14227366,114.708893,b100
6161,889,2,889-2,f31835,0.5,889-5,889-6,889-5,0.727737248,4.80255651,b100
6162,889,3,889-3,Leaf,,,,,-0.0120770587,111.148598,
6163,889,4,889-4,Leaf,,,,,0.141117737,3.56029391,
6164,889,5,889-5,Leaf,,,,,-0.0247162934,1.77771068,
6165,889,6,889-6,Leaf,,,,,0.193522915,3.02484584,
6166,890,0,890-0,f2358,0.5,890-1,890-2,890-1,1.20037901,171.641418,b100
6167,890,1,890-1,f498,0.5,890-3,890-4,890-3,1.38718212,166.620193,b100
6168,890,2,890-2,f8107,0.5,890-5,890-6,890-5,0.47273314,5.02123213,b100
6169,890,3,890-3,Leaf,,,,,0.00600966485,145.874985,
6170,890,4,890-4,Leaf,,,,,-0.0751839653,20.7452049,
6171,890,5,890-5,Leaf,,,,,0.0237096045,2.55360937,
6172,890,6,890-6,Leaf,,,,,0.20464094,2.46762276,
6173,891,0,891-0,f1938,0.5,891-1,891-2,891-1,1.65038288,279.612579,b100
6174,891,1,891-1,f1754,0.5,891-3,891-4,891-3,1.87315679,253.943558,b100
6175,891,2,891-2,f9833,0.5,891-5,891-6,891-5,0.96539712,25.6690235,b100
6176,891,3,891-3,Leaf,,,,,-0.0160968937,227.832169,
6177,891,4,891-4,Leaf,,,,,0.0673123524,26.1113949,
6178,891,5,891-5,Leaf,,,,,0.0872737393,24.030056,
6179,891,6,891-6,Leaf,,,,,-0.108785093,1.63896728,
6180,892,0,892-0,f6904,0.5,892-1,892-2,892-1,1.22926426,190.622726,b100
6181,892,1,892-1,f32261,-0.5,892-3,892-4,892-3,1.90158117,182.873184,b001
6182,892,2,892-2,f40503,-0.5,892-5,892-6,892-5,1.16679537,7.74954176,b001
6183,892,3,892-3,Leaf,,,,,0.023646161,96.5588303,
6184,892,4,892-4,Leaf,,,,,-0.0373037718,86.3143539,
6185,892,5,892-5,Leaf,,,,,-0.0756518841,1.74122798,
6186,892,6,892-6,Leaf,,,,,0.166825429,6.00831366,
6187,893,0,893-0,f1925,0.5,893-1,893-2,893-1,0.986787736,111.921341,b100
6188,893,1,893-1,f31022,-0.5,893-3,893-4,893-3,1.19736767,106.367889,b001
6189,893,2,893-2,f2654,0.5,893-5,893-6,893-5,0.174367726,5.55345631,b100
6190,893,3,893-3,Leaf,,,,,-0.117030218,5.50751829,
6191,893,4,893-4,Leaf,,,,,0.015739074,100.860367,
6192,893,5,893-5,Leaf,,,,,-0.133341536,4.51229858,
6193,893,6,893-6,Leaf,,,,,0.000266988325,1.0411576,
6194,894,0,894-0,f28836,0.5,894-1,894-2,894-1,0.778821051,59.0706139,b100
6195,894,1,894-1,f687,0.5,894-3,894-4,894-3,0.944775939,33.7388382,b100
6196,894,2,894-2,f29729,0.5,894-5,894-6,894-5,1.05428815,25.3317776,b100
6197,894,3,894-3,Leaf,,,,,-0.0527429879,26.9805374,
6198,894,4,894-4,Leaf,,,,,0.0660918802,6.75830078,
6199,894,5,894-5,Leaf,,,,,0.0681836978,21.0776482,
6200,894,6,894-6,Leaf,,,,,-0.0825907812,4.25412989,
6201,895,0,895-0,f524,0.5,895-1,895-2,895-1,1.17641366,189.88884,b100
6202,895,1,895-1,f27210,-0.5,895-3,895-4,895-3,1.43194842,180.369736,b001
6203,895,2,895-2,f11763,0.5,895-5,895-6,895-5,0.945463896,9.519104,b100
6204,895,3,895-3,Leaf,,,,,0.0216900278,89.5188293,
6205,895,4,895-4,Leaf,,,,,-0.0314833261,90.850914,
6206,895,5,895-5,Leaf,,,,,0.135075554,8.18446636,
6207,895,6,895-6,Leaf,,,,,-0.0894928724,1.33463812,
6208,896,0,896-0,f14189,0.5,896-1,896-2,896-1,0.975501597,106.308388,b100
6209,896,1,896-1,f33506,-0.5,896-3,896-4,896-3,1.08438873,94.1715927,b001
6210,896,2,896-2,f35605,-0.5,896-5,896-6,896-5,0.635359108,12.1367903,b001
6211,896,3,896-3,Leaf,,,,,-0.088512212,12.5651808,
6212,896,4,896-4,Leaf,,,,,0.00305416342,81.6064148,
6213,896,5,896-5,Leaf,,,,,-0.0889228955,1.07273245,
6214,896,6,896-6,Leaf,,,,,0.0993920043,11.0640583,
6215,897,0,897-0,f439,0.5,897-1,897-2,897-1,1.1390444,138.870239,b100
6216,897,1,897-1,f39840,0.5,897-3,897-4,897-3,1.31938732,125.213051,b100
6217,897,2,897-2,f45976,0.5,897-5,897-6,897-5,1.06650078,13.6571951,b100
6218,897,3,897-3,Leaf,,,,,0.0178616568,113.363022,
6219,897,4,897-4,Leaf,,,,,-0.0835494027,11.8500309,
6220,897,5,897-5,Leaf,,,,,-0.119532533,11.0711641,
6221,897,6,897-6,Leaf,,,,,0.0726179779,2.58603048,
6222,898,0,898-0,f24665,-0.5,898-1,898-2,898-1,0.583231032,64.6886978,b001
6223,898,1,898-1,f25596,0.5,898-3,898-4,898-3,0.521999002,10.7286596,b100
6224,898,2,898-2,f24147,-0.5,898-5,898-6,898-5,0.808923244,53.9600372,b001
6225,898,3,898-3,Leaf,,,,,-0.0966653302,7.88555384,
6226,898,4,898-4,Leaf,,,,,0.0402645506,2.84310627,
6227,898,5,898-5,Leaf,,,,,0.116238996,5.14448452,
6228,898,6,898-6,Leaf,,,,,0.000725139689,48.8155518,
6229,899,0,899-0,f299,0.5,899-1,899-2,899-1,0.731155396,64.734169,b100
6230,899,1,899-1,f36007,0.5,899-3,899-4,899-3,0.846068382,61.4093513,b100
6231,899,2,899-2,f608,0.5,899-5,899-6,899-5,0.0406550765,3.32481623,b100
6232,899,3,899-3,Leaf,,,,,-0.034093637,44.9003448,
6233,899,4,899-4,Leaf,,,,,0.0435000546,16.5090065,
6234,899,5,899-5,Leaf,,,,,0.138124049,2.04203534,
6235,899,6,899-6,Leaf,,,,,0.0332453772,1.28278089,
6236,900,0,900-0,f35641,-0.5,900-1,900-2,900-1,0.987648666,119.019112,b001
6237,900,1,900-1,f35321,0.5,900-3,900-4,900-3,1.00756288,48.8560257,b100
6238,900,2,900-2,f106,0.5,900-5,900-6,900-5,1.65605116,70.1630859,b100
6239,900,3,900-3,Leaf,,,,,0.0125336507,41.2182655,
6240,900,4,900-4,Leaf,,,,,0.125623882,7.63775921,
6241,900,5,900-5,Leaf,,,,,-0.0425719172,59.2909164,
6242,900,6,900-6,Leaf,,,,,0.080218032,10.8721685,
6243,901,0,901-0,f40599,0.5,901-1,901-2,901-1,1.17541552,170.59964,b100
6244,901,1,901-1,f40567,0.5,901-3,901-4,901-3,2.20161104,134.99231,b100
6245,901,2,901-2,f27128,0.5,901-5,901-6,901-5,1.23535991,35.6073265,b100
6246,901,3,901-3,Leaf,,,,,-0.000466019701,120.792229,
6247,901,4,901-4,Leaf,,,,,0.120675407,14.2000847,
6248,901,5,901-5,Leaf,,,,,-0.0793343708,26.5803299,
6249,901,6,901-6,Leaf,,,,,0.044835154,9.02699757,
6250,902,0,902-0,f7389,0.5,902-1,902-2,902-1,1.54387951,277.081848,b100
6251,902,1,902-1,f6703,0.5,902-3,902-4,902-3,1.74542654,268.658508,b100
6252,902,2,902-2,f7071,0.5,902-5,902-6,902-5,0.67130208,8.42333889,b100
6253,902,3,902-3,Leaf,,,,,-0.0112886373,244.910767,
6254,902,4,902-4,Leaf,,,,,0.0722995475,23.7477283,
6255,902,5,902-5,Leaf,,,,,0.149696827,7.38924599,
6256,902,6,902-6,Leaf,,,,,-0.0620561317,1.03409278,
6257,903,0,903-0,f1955,0.5,903-1,903-2,903-1,1.22739077,188.974869,b100
6258,903,1,903-1,f26684,-0.5,903-3,903-4,903-3,1.41874719,186.403778,b001
6259,903,2,903-2,f24633,-0.5,903-5,903-6,903-5,0.906840682,2.5710969,b001
6260,903,3,903-3,Leaf,,,,,-0.101329751,11.410162,
6261,903,4,903-4,Leaf,,,,,0.00362446811,174.993607,
6262,903,5,903-5,Leaf,,,,,0.29539305,1.17583156,
6263,903,6,903-6,Leaf,,,,,-0.00855823234,1.39526534,
6264,904,0,904-0,f13550,0.5,904-1,904-2,904-1,0.998367786,110.934517,b100
6265,904,1,904-1,f31252,-0.5,904-3,904-4,904-3,1.15674078,108.341324,b001
6266,904,2,904-2,f2332,0.5,904-5,904-6,904-5,0.554656565,2.59319377,b100
6267,904,3,904-3,Leaf,,,,,-0.121784434,6.08044004,
6268,904,4,904-4,Leaf,,,,,0.00357367075,102.260887,
6269,904,5,904-5,Leaf,,,,,0.235741273,1.4718622,
6270,904,6,904-6,Leaf,,,,,-0.0101164794,1.12133157,
6271,905,0,905-0,f4151,0.5,905-1,905-2,905-1,0.756902575,57.8669662,b100
6272,905,1,905-1,f33384,-0.5,905-3,905-4,905-3,0.865549207,42.5040779,b001
6273,905,2,905-2,f1132,0.5,905-5,905-6,905-5,0.535984874,15.3628883,b100
6274,905,3,905-3,Leaf,,,,,0.0286574718,18.9712887,
6275,905,4,905-4,Leaf,,,,,-0.055635836,23.5327873,
6276,905,5,905-5,Leaf,,,,,0.0770928487,13.7425156,
6277,905,6,905-6,Leaf,,,,,-0.0748294219,1.62037313,
6278,906,0,906-0,f32792,-0.5,906-1,906-2,906-1,1.19983053,187.818527,b001
6279,906,1,906-1,f35685,0.5,906-3,906-4,906-3,1.33953667,49.638092,b100
6280,906,2,906-2,f37969,0.5,906-5,906-6,906-5,2.21336174,138.180435,b100
6281,906,3,906-3,Leaf,,,,,-0.000510793063,31.2141895,
6282,906,4,906-4,Leaf,,,,,-0.10087163,18.4239025,
6283,906,5,906-5,Leaf,,,,,0.0265778676,126.73597,
6284,906,6,906-6,Leaf,,,,,-0.106035389,11.4444675,
6285,907,0,907-0,f6964,0.5,907-1,907-2,907-1,0.953582883,104.702988,b100
6286,907,1,907-1,f33506,-0.5,907-3,907-4,907-3,1.18953264,100.893494,b001
6287,907,2,907-2,f101,0.5,907-5,907-6,907-5,0.0543671846,3.80949354,b100
6288,907,3,907-3,Leaf,,,,,-0.0921245962,11.6418047,
6289,907,4,907-4,Leaf,,,,,0.0061504161,89.2516861,
6290,907,5,907-5,Leaf,,,,,0.15087603,2.73527861,
6291,907,6,907-6,Leaf,,,,,0.0313945822,1.07421482,
6292,908,0,908-0,f27572,-0.5,908-1,908-2,908-1,1.08021343,137.331329,b001
6293,908,1,908-1,f26893,-0.5,908-3,908-4,908-3,1.80725431,61.0584145,b001
6294,908,2,908-2,f34,0.5,908-5,908-6,908-5,1.46727395,76.2729111,b100
6295,908,3,908-3,Leaf,,,,,-0.0192937814,33.3589973,
6296,908,4,908-4,Leaf,,,,,0.0829293579,27.6994152,
6297,908,5,908-5,Leaf,,,,,-0.0376833491,70.6391907,
6298,908,6,908-6,Leaf,,,,,0.110152617,5.63371944,
6299,909,0,909-0,f43006,0.5,909-1,909-2,909-1,0.602625012,63.9349937,b100
6300,909,1,909-1,f25568,-0.5,909-3,909-4,909-3,1.17077661,45.2602768,b001
6301,909,2,909-2,f3715,0.5,909-5,909-6,909-5,0.894718289,18.6747169,b100
6302,909,3,909-3,Leaf,,,,,-0.0433175974,16.0722618,
6303,909,4,909-4,Leaf,,,,,0.055162821,29.1880131,
6304,909,5,909-5,Leaf,,,,,-0.0635784566,17.2539139,
6305,909,6,909-6,Leaf,,,,,0.132599294,1.42080295,
6306,910,0,910-0,f1027,0.5,910-1,910-2,910-1,0.685419321,64.0224457,b100
6307,910,1,910-1,f299,0.5,910-3,910-4,910-3,0.720207632,59.6964798,b100
6308,910,2,910-2,f41101,0.5,910-5,910-6,910-5,0.0587354302,4.32596684,b100
6309,910,3,910-3,Leaf,,,,,-0.00365172816,56.8718452,
6310,910,4,910-4,Leaf,,,,,0.130787581,2.82463598,
6311,910,5,910-5,Leaf,,,,,-0.123945385,3.30041146,
6312,910,6,910-6,Leaf,,,,,-0.0195182748,1.02555561,
6313,911,0,911-0,f4434,0.5,911-1,911-2,911-1,0.993520617,117.52578,b100
6314,911,1,911-1,f25240,-0.5,911-3,911-4,911-3,1.32085323,110.375824,b001
6315,911,2,911-2,f32260,-0.5,911-5,911-6,911-5,0.897689521,7.14995193,b001
6316,911,3,911-3,Leaf,,,,,0.0370585993,38.027607,
6317,911,4,911-4,Leaf,,,,,-0.0312710218,72.3482208,
6318,911,5,911-5,Leaf,,,,,-0.0856239349,1.21220458,
6319,911,6,911-6,Leaf,,,,,0.14583385,5.93774748,
6320,912,0,912-0,f5569,0.5,912-1,912-2,912-1,1.17044902,168.538712,b100
6321,912,1,912-1,f27738,0.5,912-3,912-4,912-3,1.38275635,164.18399,b100
6322,912,2,912-2,f40003,-0.5,912-5,912-6,912-5,0.311007023,4.35472155,b001
6323,912,3,912-3,Leaf,,,,,0.019382691,93.4023438,
6324,912,4,912-4,Leaf,,,,,-0.0358664878,70.7816544,
6325,912,5,912-5,Leaf,,,,,0.174108773,3.28671288,
6326,912,6,912-6,Leaf,,,,,-0.00356702204,1.0680089,
6327,913,0,913-0,f4169,0.5,913-1,913-2,913-1,1.50668097,274.615845,b100
6328,913,1,913-1,f33216,0.5,913-3,913-4,913-3,1.96060073,255.471802,b100
6329,913,2,913-2,f41998,-0.5,913-5,913-6,913-5,0.824245691,19.1440525,b001
6330,913,3,913-3,Leaf,,,,,0.00843589008,194.682663,
6331,913,4,913-4,Leaf,,,,,-0.0528692827,60.789135,
6332,913,5,913-5,Leaf,,,,,0.1219493,12.4040966,
6333,913,6,913-6,Leaf,,,,,-0.00582985859,6.73995495,
6334,914,0,914-0,f4690,0.5,914-1,914-2,914-1,1.21093893,187.921631,b100
6335,914,1,914-1,f45694,0.5,914-3,914-4,914-3,1.56305814,175.764526,b100
6336,914,2,914-2,f13,0.5,914-5,914-6,914-5,0.775219679,12.1571064,b100
6337,914,3,914-3,Leaf,,,,,0.00532723218,150.62207,
6338,914,4,914-4,Leaf,,,,,-0.0741128549,25.1424503,
6339,914,5,914-5,Leaf,,,,,0.112823986,11.0200129,
6340,914,6,914-6,Leaf,,,,,-0.0931207016,1.13709295,
6341,915,0,915-0,f3719,0.5,915-1,915-2,915-1,0.985203624,110.203682,b100
6342,915,1,915-1,f41791,-0.5,915-3,915-4,915-3,1.3822186,97.9253235,b001
6343,915,2,915-2,f26453,0.5,915-5,915-6,915-5,0.991809666,12.2783632,b100
6344,915,3,915-3,Leaf,,,,,0.032108523,41.7029419,
6345,915,4,915-4,Leaf,,,,,-0.039237611,56.2223778,
6346,915,5,915-5,Leaf,,,,,0.111174084,10.6805553,
6347,915,6,915-6,Leaf,,,,,-0.100198574,1.59780788,
6348,916,0,916-0,f40734,0.5,916-1,916-2,916-1,0.753541589,56.7868042,b100
6349,916,1,916-1,f43505,-0.5,916-3,916-4,916-3,0.81137234,43.8320274,b001
6350,916,2,916-2,f5655,0.5,916-5,916-6,916-5,0.602830946,12.9547777,b100
6351,916,3,916-3,Leaf,,,,,0.0980451703,8.70423889,
6352,916,4,916-4,Leaf,,,,,4.53734356e-05,35.1277885,
6353,916,5,916-5,Leaf,,,,,-0.0881417841,10.576231,
6354,916,6,916-6,Leaf,,,,,0.0600791834,2.37854743,
6355,917,0,917-0,f12319,0.5,917-1,917-2,917-1,1.15161681,186.184235,b100
6356,917,1,917-1,f44163,0.5,917-3,917-4,917-3,1.87279773,167.946304,b100
6357,917,2,917-2,f31727,0.5,917-5,917-6,917-5,1.08307207,18.2379284,b100
6358,917,3,917-3,Leaf,,,,,-0.0513299666,57.1246529,
6359,917,4,917-4,Leaf,,,,,0.0150680449,110.821655,
6360,917,5,917-5,Leaf,,,,,-0.0278725866,6.33527994,
6361,917,6,917-6,Leaf,,,,,0.119888149,11.9026489,
6362,918,0,918-0,f40031,0.5,918-1,918-2,918-1,0.88689208,103.600075,b100
6363,918,1,918-1,f39666,0.5,918-3,918-4,918-3,0.920341253,98.9406738,b100
6364,918,2,918-2,Leaf,,,,,-0.114689797,4.65939713,
6365,918,3,918-3,Leaf,,,,,8.98605213e-05,93.9082489,
6366,918,4,918-4,Leaf,,,,,0.120974891,5.03242397,
6367,919,0,919-0,f13121,0.5,919-1,919-2,919-1,1.07186151,135.932556,b100
6368,919,1,919-1,f201,0.5,919-3,919-4,919-3,1.2750169,131.238831,b100
6369,919,2,919-2,f31220,0.5,919-5,919-6,919-5,0.277735114,4.69372654,b100
6370,919,3,919-3,Leaf,,,,,0.0032265035,118.271469,
6371,919,4,919-4,Leaf,,,,,-0.0925938487,12.9673634,
6372,919,5,919-5,Leaf,,,,,0.0301790591,2.29428577,
6373,919,6,919-6,Leaf,,,,,0.181906834,2.399441,
6374,920,0,920-0,f32977,-0.5,920-1,920-2,920-1,0.603107452,63.0874214,b001
6375,920,1,920-1,f31899,0.5,920-3,920-4,920-3,0.958493829,32.8954468,b100
6376,920,2,920-2,f32592,-0.5,920-5,920-6,920-5,0.937034369,30.1919746,b001
6377,920,3,920-3,Leaf,,,,,0.092618756,11.9572229,
6378,920,4,920-4,Leaf,,,,,-0.010755619,20.9382248,
6379,920,5,920-5,Leaf,,,,,0.063933529,6.61763048,
6380,920,6,920-6,Leaf,,,,,-0.0570879243,23.5743446,
6381,921,0,921-0,f3904,0.5,921-1,921-2,921-1,0.636936903,63.3624725,b100
6382,921,1,921-1,f39956,-0.5,921-3,921-4,921-3,0.892788351,61.5646439,b001
6383,921,2,921-2,Leaf,,,,,0.136206225,1.79782784,
6384,921,3,921-3,Leaf,,,,,-0.0837876052,10.9784441,
6385,921,4,921-4,Leaf,,,,,0.00718454737,50.5862007,
6386,922,0,922-0,f43498,-0.5,922-1,922-2,922-1,0.961336851,116.511276,b001
6387,922,1,922-1,f152,0.5,922-3,922-4,922-3,0.990817785,12.1884623,b100
6388,922,2,922-2,f43321,-0.5,922-5,922-6,922-5,1.28817666,104.322815,b001
6389,922,3,922-3,Leaf,,,,,-0.10894873,10.6722841,
6390,922,4,922-4,Leaf,,,,,0.104832835,1.51617825,
6391,922,5,922-5,Leaf,,,,,0.163466543,3.67349362,
6392,922,6,922-6,Leaf,,,,,0.00232172222,100.649323,
6393,923,0,923-0,f16219,0.5,923-1,923-2,923-1,1.12706566,167.367447,b100
6394,923,1,923-1,f577,0.5,923-3,923-4,923-3,1.23082364,163.920105,b100
6395,923,2,923-2,f32393,-0.5,923-5,923-6,923-5,0.166959524,3.44734621,b001
6396,923,3,923-3,Leaf,,,,,-0.0115405098,152.466446,
6397,923,4,923-4,Leaf,,,,,0.0865321532,11.4536572,
6398,923,5,923-5,Leaf,,,,,0.190991729,2.03642273,
6399,923,6,923-6,Leaf,,,,,0.0340200663,1.41092348,
6400,924,0,924-0,f27672,0.5,924-1,924-2,924-1,1.51863289,272.119202,b100
6401,924,1,924-1,f22486,-0.5,924-3,924-4,924-3,2.02144217,114.140961,b001
6402,924,2,924-2,f28917,0.5,924-5,924-6,924-5,2.55717468,157.978256,b100
6403,924,3,924-3,Leaf,,,,,0.0440394804,27.1322384,
6404,924,4,924-4,Leaf,,,,,-0.0485151149,87.0087204,
6405,924,5,924-5,Leaf,,,,,0.049120672,96.6633606,
6406,924,6,924-6,Leaf,,,,,-0.0287198052,61.3148956,
6407,925,0,925-0,f39313,-0.5,925-1,925-2,925-1,1.21576881,186.34874,b001
6408,925,1,925-1,f33162,-0.5,925-3,925-4,925-3,1.38693058,55.1345596,b001
6409,925,2,925-2,f7806,0.5,925-5,925-6,925-5,1.64190543,131.214188,b100
6410,925,3,925-3,Leaf,,,,,-0.0651536286,9.14491177,
6411,925,4,925-4,Leaf,,,,,0.057802964,45.9896469,
6412,925,5,925-5,Leaf,,,,,-0.0226412285,127.074585,
6413,925,6,925-6,Leaf,,,,,0.150440589,4.13959932,
6414,926,0,926-0,f1291,0.5,926-1,926-2,926-1,0.989435196,109.046783,b100
6415,926,1,926-1,f3799,0.5,926-3,926-4,926-3,1.59923494,92.7879028,b100
6416,926,2,926-2,f6943,0.5,926-5,926-6,926-5,0.804005742,16.2588825,b100
6417,926,3,926-3,Leaf,,,,,-0.0361860916,64.8295898,
6418,926,4,926-4,Leaf,,,,,0.0484429412,27.9583092,
6419,926,5,926-5,Leaf,,,,,0.0898437351,14.7558317,
6420,926,6,926-6,Leaf,,,,,-0.0985932797,1.50305176,
6421,927,0,927-0,f2331,0.5,927-1,927-2,927-1,0.742401183,55.9233131,b100
6422,927,1,927-1,f2430,0.5,927-3,927-4,927-3,0.750528574,38.315773,b100
6423,927,2,927-2,f9831,0.5,927-5,927-6,927-5,0.429814219,17.607542,b100
6424,927,3,927-3,Leaf,,,,,-0.0324610844,36.1835938,
6425,927,4,927-4,Leaf,,,,,0.120940633,2.13217807,
6426,927,5,927-5,Leaf,,,,,0.0724491999,14.5520496,
6427,927,6,927-6,Leaf,,,,,-0.0407477021,3.05549192,
6428,928,0,928-0,f6536,0.5,928-1,928-2,928-1,1.17687428,183.981735,b100
6429,928,1,928-1,f6024,0.5,928-3,928-4,928-3,1.37021327,174.246231,b100
6430,928,2,928-2,f96,0.5,928-5,928-6,928-5,0.889455795,9.73550224,b100
6431,928,3,928-3,Leaf,,,,,-0.0102367401,169.741959,
6432,928,4,928-4,Leaf,,,,,0.14185597,4.50427532,
6433,928,5,928-5,Leaf,,,,,0.131278843,8.45142937,
6434,928,6,928-6,Leaf,,,,,-0.0882154852,1.28407323,
6435,929,0,929-0,f12132,0.5,929-1,929-2,929-1,0.875487566,102.847641,b100
6436,929,1,929-1,f15864,0.5,929-3,929-4,929-3,1.1667366,84.7539291,b100
6437,929,2,929-2,f11832,0.5,929-5,929-6,929-5,0.923909009,18.0937157,b100
6438,929,3,929-3,Leaf,,,,,-0.0201330688,81.4306107,
6439,929,4,929-4,Leaf,,,,,0.139862746,3.32331634,
6440,929,5,929-5,Leaf,,,,,0.087496236,15.2905855,
6441,929,6,929-6,Leaf,,,,,-0.0799294263,2.80312967,
6442,930,0,930-0,f1007,0.5,930-1,930-2,930-1,1.03740251,134.953156,b100
6443,930,1,930-1,f31589,-0.5,930-3,930-4,930-3,1.22934842,127.864128,b001
6444,930,2,930-2,f24633,-0.5,930-5,930-6,930-5,0.548643351,7.08903456,b001
6445,930,3,930-3,Leaf,,,,,0.0485240743,39.5439911,
6446,930,4,930-4,Leaf,,,,,-0.014472777,88.320137,
6447,930,5,930-5,Leaf,,,,,0.0180625301,2.11037922,
6448,930,6,930-6,Leaf,,,,,-0.152166039,4.97865534,
6449,931,0,931-0,f40515,-0.5,931-1,931-2,931-1,0.539414108,61.9615936,b001
6450,931,1,931-1,f45400,-0.5,931-3,931-4,931-3,0.809625685,37.588871,b001
6451,931,2,931-2,f9976,0.5,931-5,931-6,931-5,0.993956625,24.3727188,b100
6452,931,3,931-3,Leaf,,,,,0.0671191663,17.9772568,
6453,931,4,931-4,Leaf,,,,,-0.019056743,19.6116161,
6454,931,5,931-5,Leaf,,,,,-0.0551568083,21.8672924,
6455,931,6,931-6,Leaf,,,,,0.117430031,2.5054276,
6456,932,0,932-0,f5217,0.5,932-1,932-2,932-1,0.640699923,62.6290321,b100
6457,932,1,932-1,f22940,0.5,932-3,932-4,932-3,1.0160656,60.92873,b100
6458,932,2,932-2,Leaf,,,,,0.139476687,1.70030236,
6459,932,3,932-3,Leaf,,,,,0.00755870016,51.2672119,
6460,932,4,932-4,Leaf,,,,,-0.0941148102,9.66151619,
6461,933,0,933-0,f15358,0.5,933-1,933-2,933-1,0.910082281,115.423935,b100
6462,933,1,933-1,f26636,0.5,933-3,933-4,933-3,1.02220953,111.766197,b100
6463,933,2,933-2,f397,0.5,933-5,933-6,933-5,0.134841383,3.65773368,b100
6464,933,3,933-3,Leaf,,,,,-0.0415869467,42.1845779,
6465,933,4,933-4,Leaf,,,,,0.0170204863,69.5816193,
6466,933,5,933-5,Leaf,,,,,0.0423348546,1.96276116,
