,Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Split-Encoded
6467,933,6,933-6,Leaf,,,,,0.178220496,1.69497252,
6468,934,0,934-0,f2349,0.5,934-1,934-2,934-1,1.0855422,166.232773,b100
6469,934,1,934-1,f5210,0.5,934-3,934-4,934-3,1.19081855,160.30835,b100
6470,934,2,934-2,f23343,0.5,934-5,934-6,934-5,0.640062928,5.92442083,b100
6471,934,3,934-3,Leaf,,,,,-0.0111081023,152.507187,
6472,934,4,934-4,Leaf,,,,,0.10237471,7.80116558,
6473,934,5,934-5,Leaf,,,,,-0.0507232063,1.17125058,
6474,934,6,934-6,Leaf,,,,,0.15914391,4.75317001,
6475,935,0,935-0,f3799,0.5,935-1,935-2,935-1,1.55051851,268.739136,b100
6476,935,1,935-1,f26362,0.5,935-3,935-4,935-3,1.88626456,237.824539,b100
6477,935,2,935-2,f439,0.5,935-5,935-6,935-5,1.17896008,30.914608,b100
6478,935,3,935-3,Leaf,,,,,-0.0363068841,112.784111,
6479,935,4,935-4,Leaf,,,,,0.0169851258,125.040428,
6480,935,5,935-5,Leaf,,,,,0.08912462,25.3114357,
6481,935,6,935-6,Leaf,,,,,-0.0551301613,5.60317183,
6482,936,0,936-0,f931,0.5,936-1,936-2,936-1,1.1659286,184.429352,b100
6483,936,1,936-1,f5834,0.5,936-3,936-4,936-3,1.66137838,169.281693,b100
6484,936,2,936-2,f2761,0.5,936-5,936-6,936-5,1.41468239,15.1476583,b100
6485,936,3,936-3,Leaf,,,,,-0.0148831625,160.129135,
6486,936,4,936-4,Leaf,,,,,0.110262997,9.15256405,
6487,936,5,936-5,Leaf,,,,,0.128653318,11.1704102,
6488,936,6,936-6,Leaf,,,,,-0.06529551,3.97724867,
6489,937,0,937-0,f320,0.5,937-1,937-2,937-1,0.922104836,107.259651,b100
6490,937,1,937-1,f5667,0.5,937-3,937-4,937-3,1.11041319,101.286674,b100
6491,937,2,937-2,f6502,0.5,937-5,937-6,937-5,0.530257165,5.9729805,b100
6492,937,3,937-3,Leaf,,,,,-0.0134831388,96.5844269,
6493,937,4,937-4,Leaf,,,,,0.122739926,4.70224142,
6494,937,5,937-5,Leaf,,,,,0.147976056,4.64456701,
6495,937,6,937-6,Leaf,,,,,-0.0390922688,1.32841337,
6496,938,0,938-0,f10241,0.5,938-1,938-2,938-1,0.733932853,54.8064537,b100
6497,938,1,938-1,f10080,0.5,938-3,938-4,938-3,0.851799965,48.5370216,b100
6498,938,2,938-2,f940,0.5,938-5,938-6,938-5,0.292760432,6.26943398,b100
6499,938,3,938-3,Leaf,,,,,-0.029293865,39.9411697,
6500,938,4,938-4,Leaf,,,,,0.0700833499,8.59584999,
6501,938,5,938-5,Leaf,,,,,0.119146518,5.04228592,
6502,938,6,938-6,Leaf,,,,,-0.0247588642,1.22714841,
6503,939,0,939-0,f45693,0.5,939-1,939-2,939-1,1.1393925,182.262695,b100
6504,939,1,939-1,f39014,0.5,939-3,939-4,939-3,1.39859474,153.286407,b100
6505,939,2,939-2,f39485,0.5,939-5,939-6,939-5,1.14796627,28.9762878,b100
6506,939,3,939-3,Leaf,,,,,-0.00406499626,121.337852,
6507,939,4,939-4,Leaf,,,,,0.0656032115,31.9485607,
6508,939,5,939-5,Leaf,,,,,-0.0125778308,20.5023003,
6509,939,6,939-6,Leaf,,,,,-0.139564663,8.47398758,
6510,940,0,940-0,f945,0.5,940-1,940-2,940-1,0.856864095,101.230789,b100
6511,940,1,940-1,f46296,-0.5,940-3,940-4,940-3,0.95699513,93.106514,b001
6512,940,2,940-2,f631,0.5,940-5,940-6,940-5,0.453608572,8.12427235,b100
6513,940,3,940-3,Leaf,,,,,0.0555387102,16.6867886,
6514,940,4,940-4,Leaf,,,,,-0.0218311921,76.4197311,
6515,940,5,940-5,Leaf,,,,,0.132786408,5.37291193,
6516,940,6,940-6,Leaf,,,,,-0.00967734121,2.75136065,
6517,941,0,941-0,f4623,0.5,941-1,941-2,941-1,1.0120517,133.686493,b100
6518,941,1,941-1,f24086,0.5,941-3,941-4,941-3,1.07015228,126.277306,b100
6519,941,2,941-2,f720,0.5,941-5,941-6,941-5,0.184287727,7.40919542,b100
6520,941,3,941-3,Leaf,,,,,0.0185461696,101.199699,
6521,941,4,941-4,Leaf,,,,,-0.0495481007,25.0776062,
6522,941,5,941-5,Leaf,,,,,-0.121821962,6.09636593,
6523,941,6,941-6,Leaf,,,,,0.000303351291,1.31282973,
6524,942,0,942-0,f34544,0.5,942-1,942-2,942-1,0.567972004,60.7515259,b100
6525,942,1,942-1,f32534,0.5,942-3,942-4,942-3,0.675671697,44.4142532,b100
6526,942,2,942-2,f34460,0.5,942-5,942-6,942-5,0.991903543,16.3372765,b100
6527,942,3,942-3,Leaf,,,,,-0.00346733048,39.8351173,
6528,942,4,942-4,Leaf,,,,,-0.115038417,4.57913542,
6529,942,5,942-5,Leaf,,,,,0.113879018,8.26383305,
6530,942,6,942-6,Leaf,,,,,-0.0272690449,8.07344246,
6531,943,0,943-0,f25459,-0.5,943-1,943-2,943-1,0.669133782,61.7786674,b001
6532,943,1,943-1,f26435,0.5,943-3,943-4,943-3,1.83160973,18.0575466,b100
6533,943,2,943-2,f30917,0.5,943-5,943-6,943-5,0.979317784,43.7211189,b100
6534,943,3,943-3,Leaf,,,,,0.102078296,12.8528786,
6535,943,4,943-4,Leaf,,,,,-0.0951069966,5.20466757,
6536,943,5,943-5,Leaf,,,,,-0.059812516,26.1476612,
6537,943,6,943-6,Leaf,,,,,0.0298687052,17.5734596,
6538,944,0,944-0,f30166,0.5,944-1,944-2,944-1,0.910437167,114.083817,b100
6539,944,1,944-1,f35486,0.5,944-3,944-4,944-3,1.0792408,86.6541977,b100
6540,944,2,944-2,f11677,0.5,944-5,944-6,944-5,0.979931295,27.4296131,b100
6541,944,3,944-3,Leaf,,,,,0.0233099349,82.9569092,
6542,944,4,944-4,Leaf,,,,,-0.124641292,3.69729376,
6543,944,5,944-5,Leaf,,,,,-0.0615602583,25.8968391,
6544,944,6,944-6,Leaf,,,,,0.135894075,1.5327754,
6545,945,0,945-0,f3799,0.5,945-1,945-2,945-1,1.04722941,164.87233,b100
6546,945,1,945-1,f449,0.5,945-3,945-4,945-3,1.14583397,160.291687,b100
6547,945,2,945-2,Leaf,,,,,-0.127593428,4.58065128,
6548,945,3,945-3,Leaf,,,,,-0.000710046617,154.485657,
6549,945,4,945-4,Leaf,,,,,0.125061497,5.80602646,
6550,946,0,946-0,f4756,0.5,946-1,946-2,946-1,1.48494208,265.280334,b100
6551,946,1,946-1,f13557,0.5,946-3,946-4,946-3,1.91162992,228.966202,b100
6552,946,2,946-2,f45048,0.5,946-5,946-6,946-5,1.0364455,36.3141403,b100
6553,946,3,946-3,Leaf,,,,,-0.012076119,226.942337,
6554,946,4,946-4,Leaf,,,,,0.228085831,2.02387309,
6555,946,5,946-5,Leaf,,,,,0.0213564634,25.8569241,
6556,946,6,946-6,Leaf,,,,,0.130850807,10.4572172,
6557,947,0,947-0,f3334,0.5,947-1,947-2,947-1,1.17768443,182.665665,b100
6558,947,1,947-1,f652,0.5,947-3,947-4,947-3,1.4895941,170.45491,b100
6559,947,2,947-2,f5615,0.5,947-5,947-6,947-5,0.557177186,12.2107534,b100
6560,947,3,947-3,Leaf,,,,,0.00535070477,144.93338,
6561,947,4,947-4,Leaf,,,,,-0.071950458,25.5215282,
6562,947,5,947-5,Leaf,,,,,0.106632464,11.1194105,
6563,947,6,947-6,Leaf,,,,,-0.0722666904,1.09134257,
6564,948,0,948-0,f34208,0.5,948-1,948-2,948-1,0.929033756,106.07843,b100
6565,948,1,948-1,f1368,0.5,948-3,948-4,948-3,1.37210107,92.8021469,b100
6566,948,2,948-2,f2332,0.5,948-5,948-6,948-5,0.962545276,13.2762871,b100
6567,948,3,948-3,Leaf,,,,,-0.027265856,74.9965591,
6568,948,4,948-4,Leaf,,,,,0.0632733926,17.8055859,
6569,948,5,948-5,Leaf,,,,,0.106058806,11.301034,
6570,948,6,948-6,Leaf,,,,,-0.0894484371,1.97525251,
6571,949,0,949-0,f15373,0.5,949-1,949-2,949-1,0.666250587,53.793087,b100
6572,949,1,949-1,f23729,-0.5,949-3,949-4,949-3,0.787737668,46.9417763,b001
6573,949,2,949-2,f2912,0.5,949-5,949-6,949-5,0.297342837,6.85130882,b100
6574,949,3,949-3,Leaf,,,,,0.075800024,6.9880085,
6575,949,4,949-4,Leaf,,,,,-0.0272686463,39.9537697,
6576,949,5,949-5,Leaf,,,,,0.113751918,5.23027372,
6577,949,6,949-6,Leaf,,,,,-0.0199155975,1.62103522,
6578,950,0,950-0,f30442,-0.5,950-1,950-2,950-1,1.12226784,180.737823,b001
6579,950,1,950-1,f4793,0.5,950-3,950-4,950-3,0.601651788,9.82708263,b100
6580,950,2,950-2,f31263,-0.5,950-5,950-6,950-5,1.72941315,170.910736,b001
6581,950,3,950-3,Leaf,,,,,-0.124722697,8.16269112,
6582,950,4,950-4,Leaf,,,,,0.0488086604,1.66439188,
6583,950,5,950-5,Leaf,,,,,0.0708431676,29.5020409,
6584,950,6,950-6,Leaf,,,,,-0.00787946116,141.408707,
6585,951,0,951-0,f41608,-0.5,951-1,951-2,951-1,0.863487244,100.511963,b001
6586,951,1,951-1,f34482,-0.5,951-3,951-4,951-3,0.626667857,10.6825018,b001
6587,951,2,951-2,f32739,0.5,951-5,951-6,951-5,0.937503278,89.8294601,b100
6588,951,3,951-3,Leaf,,,,,0.00516691338,4.91059637,
6589,951,4,951-4,Leaf,,,,,-0.134582952,5.77190542,
6590,951,5,951-5,Leaf,,,,,0.0187015887,85.440361,
6591,951,6,951-6,Leaf,,,,,-0.110362202,4.38909388,
6592,952,0,952-0,f44488,-0.5,952-1,952-2,952-1,1.01930475,132.464096,b001
6593,952,1,952-1,f44699,0.5,952-3,952-4,952-3,1.30479014,34.4363136,b100
6594,952,2,952-2,f28244,-0.5,952-5,952-6,952-5,1.30280185,98.0277863,b001
6595,952,3,952-3,Leaf,,,,,0.0649778917,29.7512741,
6596,952,4,952-4,Leaf,,,,,-0.0925803259,4.68503761,
6597,952,5,952-5,Leaf,,,,,-0.0913828462,16.7524815,
6598,952,6,952-6,Leaf,,,,,-0.00165365287,81.2753067,
6599,953,0,953-0,f26749,-0.5,953-1,953-2,953-1,0.521498799,59.9176064,b001
6600,953,1,953-1,f26270,0.5,953-3,953-4,953-3,0.675699294,26.5812073,b100
6601,953,2,953-2,f30130,0.5,953-5,953-6,953-5,0.924715936,33.3363991,b100
6602,953,3,953-3,Leaf,,,,,-0.0929396003,8.90937996,
6603,953,4,953-4,Leaf,,,,,0.00468208222,17.6718273,
6604,953,5,953-5,Leaf,,,,,0.0587060601,22.6479607,
6605,953,6,953-6,Leaf,,,,,-0.0448229872,10.6884403,
6606,954,0,954-0,f2326,0.5,954-1,954-2,954-1,0.620650947,60.1850357,b100
6607,954,1,954-1,f28904,-0.5,954-3,954-4,954-3,0.731400967,58.3137093,b001
6608,954,2,954-2,Leaf,,,,,0.132613257,1.87132847,
6609,954,3,954-3,Leaf,,,,,0.0579332635,10.5370569,
6610,954,4,954-4,Leaf,,,,,-0.0261272322,47.7766495,
6611,955,0,955-0,f17576,0.5,955-1,955-2,955-1,0.846948922,113.080627,b100
6612,955,1,955-1,f22194,-0.5,955-3,955-4,955-3,1.31268287,103.526657,b001
6613,955,2,955-2,f608,0.5,955-5,955-6,955-5,1.10747194,9.55397034,b100
6614,955,3,955-3,Leaf,,,,,-0.0958888903,12.2849731,
6615,955,4,955-4,Leaf,,,,,0.00500115566,91.241684,
6616,955,5,955-5,Leaf,,,,,0.178421944,4.291327,
6617,955,6,955-6,Leaf,,,,,-0.0135743236,5.26264286,
6618,956,0,956-0,f7369,0.5,956-1,956-2,956-1,1.04032731,163.641113,b100
6619,956,1,956-1,f2358,0.5,956-3,956-4,956-3,1.10987771,157.845901,b100
6620,956,2,956-2,f1409,0.5,956-5,956-6,956-5,0.224228263,5.79522085,b100
6621,956,3,956-3,Leaf,,,,,-0.000122878962,153.471329,
6622,956,4,956-4,Leaf,,,,,0.138571471,4.37457371,
6623,956,5,956-5,Leaf,,,,,-0.138266101,4.7749486,
6624,956,6,956-6,Leaf,,,,,0.0074260328,1.0202719,
6625,957,0,957-0,f9633,0.5,957-1,957-2,957-1,1.46087289,262.521912,b100
6626,957,1,957-1,f9306,0.5,957-3,957-4,957-3,1.66690731,248.965652,b100
6627,957,2,957-2,f1016,0.5,957-5,957-6,957-5,0.897967815,13.5562611,b100
6628,957,3,957-3,Leaf,,,,,-0.0104968632,239.192719,
6629,957,4,957-4,Leaf,,,,,0.110139534,9.77293301,
6630,957,5,957-5,Leaf,,,,,0.121752702,11.7734842,
6631,957,6,957-6,Leaf,,,,,-0.0753949285,1.78277767,
6632,958,0,958-0,f5458,0.5,958-1,958-2,958-1,1.17785382,180.691101,b100
6633,958,1,958-1,f3843,0.5,958-3,958-4,958-3,1.26710951,174.018097,b100
6634,958,2,958-2,f24856,-0.5,958-5,958-6,958-5,0.8887254,6.67299366,b001
6635,958,3,958-3,Leaf,,,,,-0.0154433278,149.359482,
6636,958,4,958-4,Leaf,,,,,0.0566958897,24.6586246,
6637,958,5,958-5,Leaf,,,,,0.236555472,2.19357109,
6638,958,6,958-6,Leaf,,,,,0.0233525261,4.47942257,
6639,959,0,959-0,f15131,0.5,959-1,959-2,959-1,0.882690072,105.080719,b100
6640,959,1,959-1,f3388,0.5,959-3,959-4,959-3,1.13671708,99.5186234,b100
6641,959,2,959-2,f2124,0.5,959-5,959-6,959-5,0.687248468,5.56209803,b100
6642,959,3,959-3,Leaf,,,,,-0.0302979331,62.4911919,
6643,959,4,959-4,Leaf,,,,,0.0352992788,37.0274277,
6644,959,5,959-5,Leaf,,,,,0.156588748,4.33272743,
6645,959,6,959-6,Leaf,,,,,-0.057315331,1.22937071,
6646,960,0,960-0,f14445,0.5,960-1,960-2,960-1,0.656977832,52.8399124,b100
6647,960,1,960-1,f839,0.5,960-3,960-4,960-3,0.79041481,47.04599,b100
6648,960,2,960-2,f35684,0.5,960-5,960-6,960-5,0.143144786,5.79391956,b100
6649,960,3,960-3,Leaf,,,,,0.0152810225,33.7572594,
6650,960,4,960-4,Leaf,,,,,-0.0685861111,13.2887325,
6651,960,5,960-5,Leaf,,,,,0.108908065,4.75338221,
6652,960,6,960-6,Leaf,,,,,-0.00630905433,1.04053724,
6653,961,0,961-0,f44706,0.5,961-1,961-2,961-1,1.14141071,178.932892,b100
6654,961,1,961-1,f1985,0.5,961-3,961-4,961-3,1.22245395,153.941635,b100
6655,961,2,961-2,f26655,-0.5,961-5,961-6,961-5,0.841488302,24.991251,b001
6656,961,3,961-3,Leaf,,,,,0.00240636547,143.371536,
6657,961,4,961-4,Leaf,,,,,0.103798643,10.5701046,
6658,961,5,961-5,Leaf,,,,,0.0634478778,3.60586333,
6659,961,6,961-6,Leaf,,,,,-0.0803314447,21.3853874,
6660,962,0,962-0,f12562,0.5,962-1,962-2,962-1,0.856869459,99.3118515,b100
6661,962,1,962-1,f29536,-0.5,962-3,962-4,962-3,0.853508949,95.3270035,b001
6662,962,2,962-2,f6069,0.5,962-5,962-6,962-5,0.0452967286,3.98484373,b100
6663,962,3,962-3,Leaf,,,,,-0.10960833,5.59434938,
6664,962,4,962-4,Leaf,,,,,0.00219554245,89.7326584,
6665,962,5,962-5,Leaf,,,,,0.0427459553,1.64639187,
6666,962,6,962-6,Leaf,,,,,0.148465112,2.33845186,
6667,963,0,963-0,f585,0.5,963-1,963-2,963-1,0.985579908,131.120209,b100
6668,963,1,963-1,f23385,0.5,963-3,963-4,963-3,1.31557858,127.877907,b100
6669,963,2,963-2,f40373,-0.5,963-5,963-6,963-5,0.290903389,3.24230289,b001
6670,963,3,963-3,Leaf,,,,,-0.045948498,47.2934189,
6671,963,4,963-4,Leaf,,,,,0.0165374558,80.5844879,
6672,963,5,963-5,Leaf,,,,,0.00480994675,1.1219945,
6673,963,6,963-6,Leaf,,,,,0.187361449,2.12030816,
6674,964,0,964-0,f7615,0.5,964-1,964-2,964-1,0.503659129,59.0607681,b100
6675,964,1,964-1,f33341,0.5,964-3,964-4,964-3,0.534798145,56.3494759,b100
6676,964,2,964-2,Leaf,,,,,-0.107078224,2.7112937,
6677,964,3,964-3,Leaf,,,,,-0.0159279071,34.8469467,
6678,964,4,964-4,Leaf,,,,,0.0431068204,21.5025272,
6679,965,0,965-0,f35331,0.5,965-1,965-2,965-1,0.62101835,59.6526299,b100
6680,965,1,965-1,f38,0.5,965-3,965-4,965-3,0.710786939,55.5245934,b100
6681,965,2,965-2,f21674,-0.5,965-5,965-6,965-5,0.173050761,4.12803888,b001
6682,965,3,965-3,Leaf,,,,,0.0189413503,49.1047249,
6683,965,4,965-4,Leaf,,,,,-0.0805783644,6.41986561,
6684,965,5,965-5,Leaf,,,,,0.00464632874,1.00008428,
6685,965,6,965-6,Leaf,,,,,-0.12999104,3.12795472,
6686,966,0,966-0,f9793,0.5,966-1,966-2,966-1,0.830386102,112.004066,b100
6687,966,1,966-1,f442,0.5,966-3,966-4,966-3,1.19260824,105.646568,b100
6688,966,2,966-2,f2341,0.5,966-5,966-6,966-5,0.354011238,6.35749817,b100
6689,966,3,966-3,Leaf,,,,,0.00440551341,95.7826843,
6690,966,4,966-4,Leaf,,,,,-0.100441672,9.86388302,
6691,966,5,966-5,Leaf,,,,,0.125268579,5.35221243,
6692,966,6,966-6,Leaf,,,,,-0.037360318,1.00528538,
6693,967,0,967-0,f6117,0.5,967-1,967-2,967-1,1.01820266,162.237991,b100
6694,967,1,967-1,f21445,-0.5,967-3,967-4,967-3,1.19615245,157.250626,b001
6695,967,2,967-2,f1453,0.5,967-5,967-6,967-5,0.205924988,4.98735476,b100
6696,967,3,967-3,Leaf,,,,,0.0282348059,59.745121,
6697,967,4,967-4,Leaf,,,,,-0.0252976846,97.5055084,
6698,967,5,967-5,Leaf,,,,,0.151330531,3.63439178,
6699,967,6,967-6,Leaf,,,,,0.0101530403,1.35296309,
6700,968,0,968-0,f45828,-0.5,968-1,968-2,968-1,1.44768608,259.997772,b001
6701,968,1,968-1,f4757,0.5,968-3,968-4,968-3,1.46929944,54.8065758,b100
6702,968,2,968-2,f25402,0.5,968-5,968-6,968-5,1.92841125,205.191208,b100
6703,968,3,968-3,Leaf,,,,,-0.0617239475,47.8514175,
6704,968,4,968-4,Leaf,,,,,0.078253597,6.9551568,
6705,968,5,968-5,Leaf,,,,,0.0226812586,179.445145,
6706,968,6,968-6,Leaf,,,,,-0.0636705607,25.7460575,
6707,969,0,969-0,f25244,-0.5,969-1,969-2,969-1,1.09225428,179.273834,b001
6708,969,1,969-1,f28917,-0.5,969-3,969-4,969-3,1.97031212,63.491703,b001
6709,969,2,969-2,f32259,-0.5,969-5,969-6,969-5,1.58495927,115.782127,b001
6710,969,3,969-3,Leaf,,,,,-0.0792799667,10.9995241,
6711,969,4,969-4,Leaf,,,,,0.0555969737,52.4921799,
6712,969,5,969-5,Leaf,,,,,0.0167953148,59.4493256,
6713,969,6,969-6,Leaf,,,,,-0.0529030934,56.332798,
6714,970,0,970-0,f21324,0.5,970-1,970-2,970-1,0.905736387,103.475105,b100
6715,970,1,970-1,f39319,-0.5,970-3,970-4,970-3,1.05806303,97.3539429,b001
6716,970,2,970-2,f24687,-0.5,970-5,970-6,970-5,0.30842793,6.12116432,b001
6717,970,3,970-3,Leaf,,,,,0.0604881793,25.4257545,
6718,970,4,970-4,Leaf,,,,,-0.00960829668,71.9281845,
6719,970,5,970-5,Leaf,,,,,0.0240503941,1.1224848,
6720,970,6,970-6,Leaf,,,,,-0.129205212,4.99867964,
6721,971,0,971-0,f2234,0.5,971-1,971-2,971-1,0.638821602,51.9866371,b100
6722,971,1,971-1,f6637,0.5,971-3,971-4,971-3,0.81585151,44.7138786,b100
6723,971,2,971-2,f5147,0.5,971-5,971-6,971-5,0.48306179,7.27275753,b100
6724,971,3,971-3,Leaf,,,,,-0.0233921912,41.5758972,
6725,971,4,971-4,Leaf,,,,,0.11625763,3.13798285,
6726,971,5,971-5,Leaf,,,,,0.110117972,6.1755352,
6727,971,6,971-6,Leaf,,,,,-0.0638050362,1.09722209,
6728,972,0,972-0,f8205,0.5,972-1,972-2,972-1,1.08262062,177.410217,b100
6729,972,1,972-1,f16291,0.5,972-3,972-4,972-3,1.34840631,158.249527,b100
6730,972,2,972-2,f30470,0.5,972-5,972-6,972-5,0.731320202,19.1606903,b100
6731,972,3,972-3,Leaf,,,,,-0.0138324061,152.513367,
6732,972,4,972-4,Leaf,,,,,0.123340383,5.73615646,
6733,972,5,972-5,Leaf,,,,,0.00450378237,9.4743166,
6734,972,6,972-6,Leaf,,,,,0.119481027,9.68637371,
6735,973,0,973-0,f14189,0.5,973-1,973-2,973-1,0.834947288,98.2494125,b100
6736,973,1,973-1,f34104,0.5,973-3,973-4,973-3,0.997442484,87.278511,b100
6737,973,2,973-2,f7606,0.5,973-5,973-6,973-5,0.48096323,10.9709005,b100
6738,973,3,973-3,Leaf,,,,,-0.0235779937,72.3199615,
6739,973,4,973-4,Leaf,,,,,0.0592198968,14.9585485,
6740,973,5,973-5,Leaf,,,,,0.102343671,9.10075092,
6741,973,6,973-6,Leaf,,,,,-0.0450480878,1.87014973,
6742,974,0,974-0,f9354,0.5,974-1,974-2,974-1,0.944300473,129.84082,b100
6743,974,1,974-1,f1903,0.5,974-3,974-4,974-3,1.07752538,126.102539,b100
6744,974,2,974-2,Leaf,,,,,-0.133027583,3.73828864,
6745,974,3,974-3,Leaf,,,,,-0.00153725443,123.188408,
6746,974,4,974-4,Leaf,,,,,0.158337906,2.91413045,
6747,975,0,975-0,f6214,0.5,975-1,975-2,975-1,0.491224527,58.426918,b100
6748,975,1,975-1,f39833,-0.5,975-3,975-4,975-3,0.775146782,56.0646744,b001
6749,975,2,975-2,f1345,0.5,975-5,975-6,975-5,0.102568448,2.36224461,b100
6750,975,3,975-3,Leaf,,,,,0.0170500558,38.1857224,
6751,975,4,975-4,Leaf,,,,,-0.0569739044,17.8789501,
6752,975,5,975-5,Leaf,,,,,0.0150277391,1.02282476,
6753,975,6,975-6,Leaf,,,,,0.146333396,1.33941972,
6754,976,0,976-0,f33691,-0.5,976-1,976-2,976-1,0.570200861,59.0161362,b001
6755,976,1,976-1,f26618,-0.5,976-3,976-4,976-3,0.620598495,10.305337,b001
6756,976,2,976-2,f43587,0.5,976-5,976-6,976-5,0.825594902,48.7107964,b100
6757,976,3,976-3,Leaf,,,,,0.0694311932,1.78248692,
6758,976,4,976-4,Leaf,,,,,-0.0970725045,8.52285004,
6759,976,5,976-5,Leaf,,,,,0.0218119454,45.1555862,
6760,976,6,976-6,Leaf,,,,,-0.112147532,3.55521131,
6761,977,0,977-0,f8832,0.5,977-1,977-2,977-1,0.816253245,111.027222,b100
6762,977,1,977-1,f1404,0.5,977-3,977-4,977-3,1.09015882,107.339035,b100
6763,977,2,977-2,f5534,0.5,977-5,977-6,977-5,0.0823811293,3.68818927,b100
6764,977,3,977-3,Leaf,,,,,0.00574663561,96.1350861,
6765,977,4,977-4,Leaf,,,,,-0.0893945545,11.203948,
6766,977,5,977-5,Leaf,,,,,0.0472898558,2.09836578,
6767,977,6,977-6,Leaf,,,,,0.165976748,1.58982337,
6768,978,0,978-0,f37138,0.5,978-1,978-2,978-1,1.00447357,160.836014,b100
6769,978,1,978-1,f40477,0.5,978-3,978-4,978-3,1.3861953,142.384171,b100
6770,978,2,978-2,f10969,0.5,978-5,978-6,978-5,1.3229425,18.4518414,b100
6771,978,3,978-3,Leaf,,,,,0.018387951,128.358414,
6772,978,4,978-4,Leaf,,,,,-0.0779063255,14.0257502,
6773,978,5,978-5,Leaf,,,,,-0.086651206,17.4467201,
6774,978,6,978-6,Leaf,,,,,0.174124762,1.00512171,
6775,979,0,979-0,f448,0.5,979-1,979-2,979-1,1.36867201,257.697693,b100
6776,979,1,979-1,f3443,0.5,979-3,979-4,979-3,1.65400386,224.792908,b100
6777,979,2,979-2,f502,0.5,979-5,979-6,979-5,0.904556155,32.9047775,b100
6778,979,3,979-3,Leaf,,,,,-0.0170515385,201.597992,
6779,979,4,979-4,Leaf,,,,,0.0659570321,23.1949253,
6780,979,5,979-5,Leaf,,,,,0.0713089854,30.3706245,
6781,979,6,979-6,Leaf,,,,,-0.0917967707,2.53415132,
6782,980,0,980-0,f36897,-0.5,980-1,980-2,980-1,1.14780426,177.112061,b001
6783,980,1,980-1,f6020,0.5,980-3,980-4,980-3,2.01463294,51.2221527,b100
6784,980,2,980-2,f29539,0.5,980-5,980-6,980-5,1.78645551,125.889908,b100
6785,980,3,980-3,Leaf,,,,,-0.0564564429,47.0224495,
6786,980,4,980-4,Leaf,,,,,0.140892267,4.19970512,
6787,980,5,980-5,Leaf,,,,,0.0275665428,112.305969,
6788,980,6,980-6,Leaf,,,,,-0.0840609595,13.5839357,
6789,981,0,981-0,f24972,-0.5,981-1,981-2,981-1,0.861587226,102.277603,b001
6790,981,1,981-1,f40738,-0.5,981-3,981-4,981-3,0.143148601,6.37690783,b001
6791,981,2,981-2,f1925,0.5,981-5,981-6,981-5,0.878938258,95.9006958,b100
6792,981,3,981-3,Leaf,,,,,0.0013304546,1.09543598,
6793,981,4,981-4,Leaf,,,,,-0.114994802,5.28147173,
6794,981,5,981-5,Leaf,,,,,0.0156554505,91.4161377,
6795,981,6,981-6,Leaf,,,,,-0.108013265,4.48455477,
6796,982,0,982-0,f5267,0.5,982-1,982-2,982-1,0.60716784,51.1200485,b100
6797,982,1,982-1,f5028,0.5,982-3,982-4,982-3,0.893668056,44.3179817,b100
6798,982,2,982-2,f6147,0.5,982-5,982-6,982-5,0.301125646,6.80206776,b100
6799,982,3,982-3,Leaf,,,,,-0.0332809947,34.7046852,
6800,982,4,982-4,Leaf,,,,,0.0659398884,9.61329746,
6801,982,5,982-5,Leaf,,,,,0.107227936,5.48483467,
6802,982,6,982-6,Leaf,,,,,-0.031278193,1.31723344,
6803,983,0,983-0,f34646,-0.5,983-1,983-2,983-1,1.06216931,175.50914,b001
6804,983,1,983-1,f40581,0.5,983-3,983-4,983-3,1.03924239,25.7580948,b100
6805,983,2,983-2,f41291,-0.5,983-5,983-6,983-5,1.28784156,149.751053,b001
6806,983,3,983-3,Leaf,,,,,-0.0989231691,16.236517,
6807,983,4,983-4,Leaf,,,,,0.0225666538,9.52157688,
6808,983,5,983-5,Leaf,,,,,0.0707198456,25.0210667,
6809,983,6,983-6,Leaf,,,,,-0.00263397954,124.72998,
6810,984,0,984-0,f34859,-0.5,984-1,984-2,984-1,0.808829069,97.0923615,b001
6811,984,1,984-1,f12589,0.5,984-3,984-4,984-3,0.878989577,8.59140682,b100
6812,984,2,984-2,f35100,-0.5,984-5,984-6,984-5,1.68192267,88.5009537,b001
6813,984,3,984-3,Leaf,,,,,-0.120557554,7.3457284,
6814,984,4,984-4,Leaf,,,,,0.0988221094,1.24567866,
6815,984,5,984-5,Leaf,,,,,0.169096678,4.59955454,
6816,984,6,984-6,Leaf,,,,,-0.000710417225,83.9013977,
6817,985,0,985-0,f1925,0.5,985-1,985-2,985-1,0.940705001,129.148514,b100
6818,985,1,985-1,f39090,-0.5,985-3,985-4,985-3,1.09028852,125.076035,b001
6819,985,2,985-2,Leaf,,,,,-0.127630576,4.07248211,
6820,985,3,985-3,Leaf,,,,,0.0490103438,34.1900787,
6821,985,4,985-4,Leaf,,,,,-0.0130946711,90.8859558,
6822,986,0,986-0,f40896,-0.5,986-1,986-2,986-1,0.490526319,57.704937,b001
6823,986,1,986-1,f42028,-0.5,986-3,986-4,986-3,0.782455325,33.0559769,b001
